GFX File: Graphics\Sprites.gfx
Sub-sprite Count: 622

Sprite #000: x=275, y=243, w=6, h=6
Sprite #604: x=13, y=11, w=0, h=0
Sprite #605: x=568, y=87, w=4, h=4
Sprite #606: x=5, y=3, w=13, h=11
Sprite #607: x=0, y=0, w=20, h=326
Sprite #608: x=17, y=14, w=0, h=0
Sprite #609: x=17, y=14, w=0, h=0
Sprite #610: x=159, y=392, w=17, h=16
Sprite #611: x=0, y=0, w=17, h=16
Sprite #612: x=0, y=0, w=318, h=207
Sprite #613: x=17, y=18, w=0, h=0
Sprite #614: x=17, y=18, w=0, h=0
Sprite #615: x=76, y=386, w=17, h=20
Sprite #616: x=0, y=0, w=17, h=20
Sprite #617: x=0, y=0, w=617, h=384
Sprite #618: x=17, y=22, w=0, h=0
Sprite #619: x=17, y=22, w=0, h=0
Sprite #620: x=285, y=180, w=17, h=24
Sprite #621: x=0, y=0, w=17, h=24
