GFX File: Graphics\System.gfx
Sub-sprite Count: 1186

Sprite #000: x=620, y=106, w=18, h=18
Sprite #605: x=346, y=342, w=5, h=11
Sprite #606: x=0, y=0, w=5, h=11
Sprite #607: x=0, y=0, w=351, h=342
Sprite #608: x=5, y=11, w=0, h=0
Sprite #609: x=5, y=11, w=0, h=0
Sprite #610: x=98, y=332, w=10, h=7
Sprite #611: x=0, y=2, w=10, h=11
Sprite #612: x=0, y=0, w=594, h=244
Sprite #613: x=8, y=7, w=0, h=2
Sprite #614: x=8, y=11, w=0, h=0
Sprite #615: x=583, y=331, w=5, h=5
Sprite #616: x=0, y=6, w=5, h=11
Sprite #617: x=0, y=1, w=441, h=360
Sprite #618: x=7, y=3, w=0, h=4
Sprite #619: x=7, y=11, w=0, h=0
Sprite #620: x=329, y=361, w=4, h=4
Sprite #621: x=0, y=7, w=4, h=11
Sprite #622: x=0, y=0, w=633, h=251
Sprite #623: x=7, y=10, w=0, h=1
Sprite #624: x=7, y=11, w=0, h=0
Sprite #625: x=508, y=278, w=9, h=11
Sprite #626: x=0, y=0, w=9, h=11
Sprite #627: x=0, y=0, w=356, h=342
Sprite #628: x=5, y=11, w=0, h=0
Sprite #629: x=5, y=11, w=0, h=0
Sprite #630: x=517, y=278, w=9, h=11
Sprite #631: x=0, y=0, w=9, h=11
Sprite #632: x=0, y=0, w=526, h=278
Sprite #633: x=9, y=11, w=0, h=0
Sprite #634: x=9, y=11, w=0, h=0
Sprite #635: x=535, y=278, w=9, h=11
Sprite #636: x=0, y=0, w=9, h=11
Sprite #637: x=0, y=0, w=544, h=278
Sprite #638: x=9, y=11, w=0, h=0
Sprite #639: x=9, y=11, w=0, h=0
Sprite #640: x=570, y=278, w=9, h=11
Sprite #641: x=0, y=0, w=9, h=11
Sprite #642: x=0, y=0, w=614, h=284
Sprite #643: x=9, y=11, w=0, h=0
Sprite #644: x=9, y=11, w=0, h=0
Sprite #645: x=623, y=285, w=9, h=11
Sprite #646: x=0, y=0, w=9, h=11
Sprite #647: x=0, y=0, w=579, h=286
Sprite #648: x=9, y=11, w=0, h=0
Sprite #649: x=9, y=11, w=0, h=0
Sprite #650: x=636, y=274, w=4, h=9
Sprite #651: x=0, y=1, w=4, h=11
Sprite #652: x=0, y=0, w=542, h=342
Sprite #653: x=5, y=10, w=0, h=1
Sprite #654: x=5, y=11, w=0, h=0
Sprite #655: x=196, y=340, w=7, h=9
Sprite #656: x=0, y=1, w=7, h=11
Sprite #657: x=0, y=0, w=587, h=357
Sprite #658: x=7, y=5, w=0, h=3
Sprite #659: x=7, y=11, w=0, h=0
Sprite #660: x=597, y=340, w=7, h=9
Sprite #661: x=0, y=1, w=7, h=11
Sprite #662: x=0, y=0, w=588, h=286
Sprite #663: x=9, y=11, w=0, h=0
Sprite #664: x=9, y=11, w=0, h=0
Sprite #665: x=619, y=146, w=13, h=11
Sprite #666: x=0, y=0, w=13, h=11
Sprite #667: x=0, y=0, w=477, h=287
Sprite #668: x=9, y=11, w=0, h=0
Sprite #669: x=9, y=11, w=0, h=0
Sprite #670: x=486, y=287, w=9, h=11
Sprite #671: x=0, y=0, w=9, h=11
Sprite #672: x=0, y=0, w=553, h=287
Sprite #673: x=9, y=11, w=0, h=0
Sprite #674: x=9, y=11, w=0, h=0
Sprite #675: x=597, y=287, w=9, h=11
Sprite #676: x=0, y=0, w=9, h=11
Sprite #677: x=0, y=0, w=0, h=288
Sprite #678: x=9, y=11, w=0, h=0
Sprite #679: x=9, y=11, w=0, h=0
Sprite #680: x=9, y=288, w=9, h=11
Sprite #681: x=0, y=0, w=9, h=11
Sprite #682: x=0, y=0, w=18, h=288
Sprite #683: x=9, y=11, w=0, h=0
Sprite #684: x=9, y=11, w=0, h=0
Sprite #685: x=27, y=288, w=9, h=11
Sprite #686: x=0, y=0, w=9, h=11
Sprite #687: x=0, y=0, w=310, h=350
Sprite #688: x=4, y=11, w=0, h=0
Sprite #689: x=4, y=11, w=0, h=0
Sprite #690: x=36, y=288, w=9, h=11
Sprite #691: x=0, y=0, w=9, h=11
Sprite #692: x=0, y=0, w=45, h=288
Sprite #693: x=9, y=11, w=0, h=0
Sprite #694: x=9, y=11, w=0, h=0
Sprite #695: x=54, y=288, w=9, h=11
Sprite #696: x=0, y=0, w=9, h=11
Sprite #697: x=0, y=0, w=63, h=288
Sprite #698: x=9, y=11, w=0, h=0
Sprite #699: x=9, y=11, w=0, h=0
Sprite #700: x=72, y=288, w=9, h=11
Sprite #701: x=0, y=0, w=9, h=11
Sprite #702: x=0, y=0, w=508, h=278
Sprite #703: x=9, y=11, w=0, h=0
Sprite #704: x=9, y=11, w=0, h=1
Sprite #705: x=81, y=288, w=9, h=11
Sprite #706: x=0, y=0, w=9, h=11
Sprite #707: x=0, y=0, w=90, h=288
Sprite #708: x=9, y=11, w=0, h=0
Sprite #709: x=9, y=11, w=0, h=0
Sprite #710: x=99, y=288, w=9, h=11
Sprite #711: x=0, y=0, w=9, h=11
Sprite #712: x=0, y=0, w=108, h=288
Sprite #713: x=9, y=11, w=0, h=0
Sprite #714: x=9, y=11, w=0, h=0
Sprite #715: x=342, y=247, w=10, h=11
Sprite #716: x=0, y=0, w=10, h=11
Sprite #717: x=0, y=0, w=117, h=288
Sprite #718: x=9, y=11, w=0, h=0
Sprite #719: x=9, y=11, w=0, h=0
Sprite #720: x=126, y=288, w=9, h=11
Sprite #721: x=0, y=0, w=9, h=11
Sprite #722: x=0, y=0, w=135, h=288
Sprite #723: x=9, y=11, w=0, h=0
Sprite #724: x=9, y=11, w=0, h=0
Sprite #725: x=144, y=288, w=9, h=11
Sprite #726: x=0, y=0, w=9, h=11
Sprite #727: x=0, y=0, w=153, h=288
Sprite #728: x=9, y=11, w=0, h=0
Sprite #729: x=9, y=11, w=0, h=0
Sprite #730: x=16, y=321, w=8, h=11
Sprite #731: x=0, y=0, w=8, h=11
Sprite #732: x=0, y=0, w=361, h=342
Sprite #733: x=5, y=11, w=0, h=0
Sprite #734: x=5, y=11, w=0, h=0
Sprite #735: x=119, y=332, w=7, h=10
Sprite #736: x=0, y=1, w=7, h=11
Sprite #737: x=0, y=0, w=366, h=342
Sprite #738: x=5, y=11, w=0, h=0
Sprite #739: x=5, y=11, w=0, h=0
Sprite #740: x=563, y=358, w=5, h=5
Sprite #741: x=0, y=0, w=5, h=11
Sprite #742: x=0, y=0, w=408, h=360
Sprite #743: x=8, y=3, w=0, h=8
Sprite #744: x=8, y=11, w=0, h=0
Sprite #745: x=82, y=359, w=5, h=5
Sprite #746: x=0, y=0, w=5, h=11
Sprite #747: x=0, y=0, w=477, h=287
Sprite #748: x=9, y=11, w=0, h=0
Sprite #749: x=9, y=11, w=0, h=1
Sprite #750: x=486, y=287, w=9, h=11
Sprite #751: x=0, y=0, w=9, h=11
Sprite #752: x=0, y=1, w=553, h=287
Sprite #753: x=9, y=11, w=0, h=0
Sprite #754: x=9, y=11, w=0, h=1
Sprite #755: x=597, y=287, w=9, h=11
Sprite #756: x=0, y=0, w=9, h=11
Sprite #757: x=0, y=1, w=0, h=288
Sprite #758: x=9, y=11, w=0, h=0
Sprite #759: x=9, y=11, w=0, h=1
Sprite #760: x=9, y=288, w=9, h=11
Sprite #761: x=0, y=0, w=9, h=11
Sprite #762: x=0, y=1, w=18, h=288
Sprite #763: x=9, y=11, w=0, h=0
Sprite #764: x=9, y=11, w=0, h=1
Sprite #765: x=27, y=288, w=9, h=11
Sprite #766: x=0, y=0, w=9, h=11
Sprite #767: x=0, y=1, w=310, h=350
Sprite #768: x=4, y=11, w=0, h=0
Sprite #769: x=4, y=11, w=0, h=1
Sprite #770: x=36, y=288, w=9, h=11
Sprite #771: x=0, y=0, w=9, h=11
Sprite #772: x=0, y=1, w=45, h=288
Sprite #773: x=9, y=11, w=0, h=0
Sprite #774: x=9, y=11, w=0, h=1
Sprite #775: x=54, y=288, w=9, h=11
Sprite #776: x=0, y=0, w=9, h=11
Sprite #777: x=0, y=1, w=63, h=288
Sprite #778: x=9, y=11, w=0, h=0
Sprite #779: x=9, y=11, w=0, h=1
Sprite #780: x=72, y=288, w=9, h=11
Sprite #781: x=0, y=0, w=9, h=11
Sprite #782: x=0, y=1, w=508, h=278
Sprite #783: x=9, y=11, w=0, h=0
Sprite #784: x=9, y=11, w=0, h=1
Sprite #785: x=81, y=288, w=9, h=11
Sprite #786: x=0, y=0, w=9, h=11
Sprite #787: x=0, y=1, w=90, h=288
Sprite #788: x=9, y=11, w=0, h=0
Sprite #789: x=9, y=11, w=0, h=1
Sprite #790: x=99, y=288, w=9, h=11
Sprite #791: x=0, y=0, w=9, h=11
Sprite #792: x=0, y=1, w=108, h=288
Sprite #793: x=9, y=11, w=0, h=0
Sprite #794: x=9, y=11, w=0, h=1
Sprite #795: x=342, y=247, w=10, h=11
Sprite #796: x=0, y=0, w=10, h=11
Sprite #797: x=0, y=1, w=117, h=288
Sprite #798: x=9, y=11, w=0, h=0
Sprite #799: x=9, y=11, w=0, h=1
Sprite #800: x=126, y=288, w=9, h=11
Sprite #801: x=0, y=0, w=9, h=11
Sprite #802: x=0, y=1, w=135, h=288
Sprite #803: x=9, y=11, w=0, h=0
Sprite #804: x=9, y=11, w=0, h=1
Sprite #805: x=144, y=288, w=9, h=11
Sprite #806: x=0, y=0, w=9, h=11
Sprite #807: x=0, y=1, w=153, h=288
Sprite #808: x=9, y=11, w=0, h=0
Sprite #809: x=9, y=11, w=0, h=1
Sprite #810: x=16, y=321, w=8, h=11
Sprite #811: x=0, y=0, w=8, h=11
Sprite #812: x=0, y=1, w=190, h=332
Sprite #813: x=6, y=11, w=0, h=0
Sprite #814: x=6, y=11, w=0, h=0
Sprite #815: x=310, y=350, w=4, h=11
Sprite #816: x=0, y=0, w=4, h=11
Sprite #817: x=0, y=1, w=377, h=332
Sprite #818: x=6, y=11, w=0, h=0
Sprite #819: x=6, y=11, w=0, h=0
Sprite #820: x=623, y=99, w=9, h=4
Sprite #821: x=0, y=0, w=9, h=11
Sprite #822: x=0, y=0, w=597, h=67
Sprite #823: x=1, y=1, w=0, h=0
Sprite #824: x=2, y=2, w=0, h=1
Sprite #825: x=162, y=288, w=9, h=11
Sprite #826: x=0, y=0, w=9, h=11
Sprite #827: x=0, y=0, w=404, h=333
Sprite #828: x=3, y=3, w=3, h=4
Sprite #829: x=9, y=11, w=0, h=0
Sprite #830: x=632, y=99, w=4, h=5
Sprite #831: x=0, y=6, w=4, h=11
Sprite #832: x=0, y=0, w=171, h=288
Sprite #833: x=9, y=11, w=0, h=0
Sprite #834: x=9, y=11, w=0, h=0
Sprite #835: x=594, y=357, w=7, h=5
Sprite #836: x=0, y=6, w=7, h=11
Sprite #837: x=0, y=0, w=448, h=360
Sprite #838: x=7, y=3, w=0, h=7
Sprite #839: x=7, y=11, w=0, h=0
Sprite #840: x=24, y=321, w=8, h=11
Sprite #841: x=0, y=0, w=8, h=11
Sprite #842: x=0, y=0, w=32, h=321
Sprite #843: x=8, y=11, w=0, h=0
Sprite #844: x=8, y=11, w=0, h=0
Sprite #845: x=601, y=357, w=7, h=5
Sprite #846: x=0, y=0, w=7, h=11
Sprite #847: x=0, y=0, w=608, h=230
Sprite #848: x=11, y=11, w=0, h=0
Sprite #849: x=11, y=11, w=0, h=0
Sprite #850: x=180, y=288, w=9, h=11
Sprite #851: x=0, y=0, w=9, h=11
Sprite #852: x=0, y=0, w=196, h=340
Sprite #853: x=7, y=9, w=0, h=2
Sprite #854: x=7, y=11, w=0, h=1
Sprite #855: x=189, y=288, w=9, h=11
Sprite #856: x=0, y=0, w=9, h=11
Sprite #857: x=0, y=0, w=404, h=333
Sprite #858: x=3, y=3, w=3, h=4
Sprite #859: x=9, y=11, w=0, h=1
Sprite #860: x=40, y=321, w=8, h=11
Sprite #861: x=0, y=0, w=8, h=11
Sprite #862: x=0, y=0, w=404, h=333
Sprite #863: x=3, y=3, w=3, h=4
Sprite #864: x=9, y=11, w=0, h=1
Sprite #865: x=404, y=333, w=3, h=3
Sprite #866: x=3, y=4, w=9, h=11
Sprite #867: x=0, y=1, w=636, h=321
Sprite #868: x=4, y=5, w=0, h=0
Sprite #869: x=4, y=11, w=0, h=0
Sprite #870: x=632, y=99, w=4, h=5
Sprite #871: x=0, y=0, w=4, h=11
Sprite #872: x=0, y=1, w=608, h=357
Sprite #873: x=7, y=5, w=0, h=0
Sprite #874: x=7, y=11, w=0, h=0
Sprite #875: x=594, y=357, w=7, h=5
Sprite #876: x=0, y=0, w=7, h=11
Sprite #877: x=0, y=1, w=598, h=298
Sprite #878: x=6, y=6, w=0, h=3
Sprite #879: x=6, y=11, w=0, h=0
Sprite #880: x=357, y=360, w=6, h=4
Sprite #881: x=0, y=4, w=6, h=11
Sprite #882: x=0, y=0, w=204, h=358
Sprite #883: x=8, y=4, w=0, h=4
Sprite #884: x=8, y=11, w=0, h=0
Sprite #885: x=420, y=358, w=7, h=4
Sprite #886: x=0, y=0, w=7, h=11
Sprite #887: x=0, y=0, w=518, h=342
Sprite #888: x=9, y=6, w=0, h=0
Sprite #889: x=9, y=11, w=0, h=0
Sprite #890: x=180, y=288, w=9, h=11
Sprite #891: x=0, y=0, w=9, h=11
Sprite #892: x=0, y=1, w=597, h=340
Sprite #893: x=7, y=9, w=0, h=2
Sprite #894: x=7, y=11, w=0, h=1
Sprite #895: x=189, y=288, w=9, h=11
Sprite #896: x=0, y=0, w=9, h=11
Sprite #897: x=0, y=1, w=404, h=333
Sprite #898: x=3, y=3, w=3, h=4
Sprite #899: x=9, y=11, w=0, h=1
Sprite #900: x=40, y=321, w=8, h=11
Sprite #901: x=0, y=0, w=9, h=11
Sprite #902: x=0, y=1, w=198, h=288
Sprite #903: x=9, y=11, w=0, h=0
Sprite #904: x=9, y=11, w=0, h=0
Sprite #905: x=404, y=333, w=3, h=3
Sprite #906: x=3, y=4, w=9, h=11
Sprite #907: x=0, y=1, w=314, h=350
Sprite #908: x=4, y=11, w=0, h=0
Sprite #909: x=4, y=11, w=0, h=0
Sprite #910: x=297, y=322, w=8, h=10
Sprite #911: x=0, y=1, w=8, h=11
Sprite #912: x=0, y=0, w=207, h=288
Sprite #913: x=9, y=11, w=0, h=0
Sprite #914: x=9, y=11, w=0, h=0
Sprite #915: x=66, y=332, w=8, h=9
Sprite #916: x=0, y=1, w=8, h=11
Sprite #917: x=0, y=0, w=48, h=321
Sprite #918: x=8, y=11, w=0, h=0
Sprite #919: x=8, y=11, w=0, h=0
Sprite #920: x=318, y=350, w=4, h=11
Sprite #921: x=2, y=0, w=9, h=11
Sprite #922: x=0, y=0, w=404, h=333
Sprite #923: x=3, y=3, w=3, h=4
Sprite #924: x=9, y=11, w=0, h=1
Sprite #925: x=404, y=333, w=3, h=3
Sprite #926: x=3, y=4, w=9, h=11
Sprite #927: x=0, y=1, w=414, h=310
Sprite #928: x=9, y=10, w=0, h=0
Sprite #929: x=9, y=11, w=0, h=0
Sprite #930: x=404, y=333, w=3, h=3
Sprite #931: x=3, y=4, w=9, h=11
Sprite #932: x=0, y=1, w=404, h=333
Sprite #933: x=3, y=3, w=3, h=4
Sprite #934: x=9, y=11, w=0, h=1
Sprite #935: x=404, y=333, w=3, h=3
Sprite #936: x=3, y=4, w=9, h=11
Sprite #937: x=0, y=1, w=404, h=333
Sprite #938: x=3, y=3, w=3, h=4
Sprite #939: x=9, y=11, w=0, h=1
Sprite #940: x=423, y=310, w=9, h=10
Sprite #941: x=0, y=0, w=9, h=11
Sprite #942: x=0, y=0, w=404, h=333
Sprite #943: x=3, y=3, w=3, h=4
Sprite #944: x=9, y=11, w=0, h=1
Sprite #945: x=404, y=333, w=3, h=3
Sprite #946: x=3, y=4, w=9, h=11
Sprite #947: x=0, y=1, w=404, h=333
Sprite #948: x=3, y=3, w=3, h=4
Sprite #949: x=9, y=11, w=0, h=1
Sprite #950: x=404, y=333, w=3, h=3
Sprite #951: x=3, y=4, w=9, h=11
Sprite #952: x=0, y=1, w=404, h=333
Sprite #953: x=3, y=3, w=3, h=4
Sprite #954: x=9, y=11, w=0, h=1
Sprite #955: x=404, y=333, w=3, h=3
Sprite #956: x=3, y=4, w=9, h=11
Sprite #957: x=0, y=1, w=404, h=333
Sprite #958: x=3, y=3, w=3, h=4
Sprite #959: x=9, y=11, w=0, h=1
Sprite #960: x=404, y=333, w=3, h=3
Sprite #961: x=3, y=4, w=9, h=11
Sprite #962: x=0, y=1, w=404, h=333
Sprite #963: x=3, y=3, w=3, h=4
Sprite #964: x=9, y=11, w=0, h=1
Sprite #965: x=404, y=333, w=3, h=3
Sprite #966: x=3, y=4, w=9, h=11
Sprite #967: x=0, y=1, w=404, h=333
Sprite #968: x=3, y=3, w=3, h=4
Sprite #969: x=9, y=11, w=0, h=1
Sprite #970: x=404, y=333, w=3, h=3
Sprite #971: x=3, y=4, w=9, h=11
Sprite #972: x=0, y=1, w=404, h=333
Sprite #973: x=3, y=3, w=3, h=4
Sprite #974: x=9, y=11, w=0, h=1
Sprite #975: x=404, y=333, w=3, h=3
Sprite #976: x=3, y=4, w=9, h=11
Sprite #977: x=0, y=1, w=404, h=333
Sprite #978: x=3, y=3, w=3, h=4
Sprite #979: x=9, y=11, w=0, h=1
Sprite #980: x=404, y=333, w=3, h=3
Sprite #981: x=3, y=4, w=9, h=11
Sprite #982: x=0, y=1, w=404, h=333
Sprite #983: x=3, y=3, w=3, h=4
Sprite #984: x=9, y=11, w=0, h=1
Sprite #985: x=216, y=288, w=9, h=11
Sprite #986: x=0, y=0, w=9, h=11
Sprite #987: x=0, y=0, w=225, h=288
Sprite #988: x=9, y=11, w=0, h=0
Sprite #989: x=9, y=11, w=0, h=0
Sprite #990: x=234, y=288, w=9, h=11
Sprite #991: x=0, y=0, w=9, h=11
Sprite #992: x=0, y=0, w=243, h=288
Sprite #993: x=9, y=11, w=0, h=0
Sprite #994: x=9, y=11, w=0, h=0
Sprite #995: x=252, y=288, w=9, h=11
Sprite #996: x=0, y=0, w=9, h=11
Sprite #997: x=0, y=0, w=261, h=288
Sprite #998: x=9, y=11, w=0, h=0
Sprite #999: x=9, y=11, w=0, h=0
Sprite #1000: x=270, y=288, w=9, h=11
Sprite #1001: x=0, y=0, w=9, h=11
Sprite #1002: x=0, y=0, w=279, h=288
Sprite #1003: x=9, y=11, w=0, h=0
Sprite #1004: x=9, y=11, w=0, h=0
Sprite #1005: x=288, y=288, w=9, h=11
Sprite #1006: x=0, y=0, w=9, h=11
Sprite #1007: x=0, y=0, w=297, h=288
Sprite #1008: x=9, y=11, w=0, h=0
Sprite #1009: x=9, y=11, w=0, h=0
Sprite #1010: x=495, y=289, w=9, h=11
Sprite #1011: x=0, y=0, w=9, h=11
Sprite #1012: x=0, y=0, w=504, h=289
Sprite #1013: x=9, y=11, w=0, h=0
Sprite #1014: x=9, y=11, w=0, h=0
Sprite #1015: x=418, y=342, w=5, h=11
Sprite #1016: x=0, y=0, w=5, h=11
Sprite #1017: x=0, y=0, w=433, h=342
Sprite #1018: x=5, y=11, w=1, h=0
Sprite #1019: x=6, y=11, w=0, h=0
Sprite #1020: x=226, y=333, w=6, h=11
Sprite #1021: x=0, y=0, w=6, h=11
Sprite #1022: x=0, y=0, w=232, h=333
Sprite #1023: x=6, y=11, w=0, h=0
Sprite #1024: x=6, y=11, w=0, h=0
Sprite #1025: x=513, y=289, w=9, h=11
Sprite #1026: x=0, y=0, w=9, h=11
Sprite #1027: x=0, y=0, w=522, h=289
Sprite #1028: x=9, y=11, w=0, h=0
Sprite #1029: x=9, y=11, w=0, h=0
Sprite #1030: x=531, y=289, w=9, h=11
Sprite #1031: x=0, y=0, w=9, h=11
Sprite #1032: x=0, y=0, w=540, h=289
Sprite #1033: x=9, y=11, w=0, h=0
Sprite #1034: x=9, y=11, w=0, h=0
Sprite #1035: x=562, y=289, w=9, h=11
Sprite #1036: x=0, y=0, w=9, h=11
Sprite #1037: x=0, y=0, w=606, h=295
Sprite #1038: x=9, y=11, w=0, h=0
Sprite #1039: x=9, y=11, w=0, h=0
Sprite #1040: x=615, y=296, w=9, h=11
Sprite #1041: x=0, y=0, w=9, h=11
Sprite #1042: x=0, y=0, w=540, h=300
Sprite #1043: x=7, y=7, w=0, h=2
Sprite #1044: x=7, y=11, w=0, h=0
Sprite #1045: x=624, y=296, w=9, h=11
Sprite #1046: x=0, y=0, w=9, h=11
Sprite #1047: x=0, y=0, w=571, h=297
Sprite #1048: x=9, y=11, w=0, h=0
Sprite #1049: x=9, y=11, w=0, h=0
Sprite #1050: x=580, y=297, w=9, h=11
Sprite #1051: x=0, y=0, w=9, h=11
Sprite #1052: x=0, y=0, w=468, h=298
Sprite #1053: x=9, y=11, w=0, h=0
Sprite #1054: x=9, y=11, w=0, h=0
Sprite #1055: x=477, y=298, w=9, h=11
Sprite #1056: x=0, y=0, w=9, h=11
Sprite #1057: x=0, y=0, w=56, h=321
Sprite #1058: x=8, y=11, w=0, h=0
Sprite #1059: x=8, y=11, w=0, h=0
Sprite #1060: x=549, y=298, w=9, h=11
Sprite #1061: x=0, y=0, w=9, h=11
Sprite #1062: x=0, y=0, w=589, h=298
Sprite #1063: x=9, y=11, w=0, h=0
Sprite #1064: x=9, y=11, w=0, h=0
Sprite #1065: x=216, y=288, w=9, h=11
Sprite #1066: x=0, y=0, w=9, h=11
Sprite #1067: x=0, y=1, w=225, h=288
Sprite #1068: x=9, y=11, w=0, h=0
Sprite #1069: x=9, y=11, w=0, h=1
Sprite #1070: x=234, y=288, w=9, h=11
Sprite #1071: x=0, y=0, w=9, h=11
Sprite #1072: x=0, y=1, w=243, h=288
Sprite #1073: x=9, y=11, w=0, h=0
Sprite #1074: x=9, y=11, w=0, h=1
Sprite #1075: x=252, y=288, w=9, h=11
Sprite #1076: x=0, y=0, w=9, h=11
Sprite #1077: x=0, y=1, w=261, h=288
Sprite #1078: x=9, y=11, w=0, h=0
Sprite #1079: x=9, y=11, w=0, h=1
Sprite #1080: x=270, y=288, w=9, h=11
Sprite #1081: x=0, y=0, w=9, h=11
Sprite #1082: x=0, y=1, w=279, h=288
Sprite #1083: x=9, y=11, w=0, h=0
Sprite #1084: x=9, y=11, w=0, h=1
Sprite #1085: x=288, y=288, w=9, h=11
Sprite #1086: x=0, y=0, w=9, h=11
Sprite #1087: x=0, y=1, w=297, h=288
Sprite #1088: x=9, y=11, w=0, h=0
Sprite #1089: x=9, y=11, w=0, h=1
Sprite #1090: x=495, y=289, w=9, h=11
Sprite #1091: x=0, y=0, w=9, h=11
Sprite #1092: x=0, y=1, w=504, h=289
Sprite #1093: x=9, y=11, w=0, h=0
Sprite #1094: x=9, y=11, w=0, h=1
Sprite #1095: x=418, y=342, w=5, h=11
Sprite #1096: x=0, y=0, w=5, h=11
Sprite #1097: x=0, y=1, w=433, h=342
Sprite #1098: x=5, y=11, w=0, h=0
Sprite #1099: x=5, y=11, w=0, h=1
Sprite #1100: x=226, y=333, w=6, h=11
Sprite #1101: x=0, y=0, w=6, h=11
Sprite #1102: x=0, y=1, w=232, h=333
Sprite #1103: x=6, y=11, w=0, h=0
Sprite #1104: x=6, y=11, w=0, h=1
Sprite #1105: x=513, y=289, w=9, h=11
Sprite #1106: x=0, y=0, w=9, h=11
Sprite #1107: x=0, y=1, w=522, h=289
Sprite #1108: x=9, y=11, w=0, h=0
Sprite #1109: x=9, y=11, w=0, h=1
Sprite #1110: x=531, y=289, w=9, h=11
Sprite #1111: x=0, y=0, w=9, h=11
Sprite #1112: x=0, y=1, w=540, h=289
Sprite #1113: x=9, y=11, w=0, h=0
Sprite #1114: x=9, y=11, w=0, h=1
Sprite #1115: x=562, y=289, w=9, h=11
Sprite #1116: x=0, y=0, w=9, h=11
Sprite #1117: x=0, y=1, w=606, h=295
Sprite #1118: x=9, y=11, w=0, h=0
Sprite #1119: x=9, y=11, w=0, h=1
Sprite #1120: x=615, y=296, w=9, h=11
Sprite #1121: x=0, y=0, w=9, h=11
Sprite #1122: x=0, y=1, w=74, h=332
Sprite #1123: x=8, y=9, w=0, h=1
Sprite #1124: x=8, y=11, w=0, h=0
Sprite #1125: x=624, y=296, w=9, h=11
Sprite #1126: x=0, y=0, w=9, h=11
Sprite #1127: x=0, y=1, w=571, h=297
Sprite #1128: x=9, y=11, w=0, h=0
Sprite #1129: x=9, y=11, w=0, h=1
Sprite #1130: x=580, y=297, w=9, h=11
Sprite #1131: x=0, y=0, w=9, h=11
Sprite #1132: x=0, y=1, w=468, h=298
Sprite #1133: x=9, y=11, w=0, h=0
Sprite #1134: x=9, y=11, w=0, h=1
Sprite #1135: x=477, y=298, w=9, h=11
Sprite #1136: x=0, y=0, w=9, h=11
Sprite #1137: x=0, y=1, w=56, h=321
Sprite #1138: x=8, y=11, w=0, h=0
Sprite #1139: x=8, y=11, w=0, h=1
Sprite #1140: x=549, y=298, w=9, h=11
Sprite #1141: x=0, y=0, w=9, h=11
Sprite #1142: x=0, y=1, w=589, h=298
Sprite #1143: x=9, y=11, w=0, h=0
Sprite #1144: x=9, y=11, w=0, h=1
Sprite #1145: x=597, y=67, w=1, h=1
Sprite #1146: x=0, y=0, w=7, h=11
Sprite #1147: x=0, y=1, w=322, h=350
Sprite #1148: x=4, y=11, w=0, h=0
Sprite #1149: x=4, y=11, w=0, h=0
Sprite #1150: x=471, y=358, w=7, h=4
Sprite #1151: x=0, y=0, w=7, h=11
Sprite #1152: x=0, y=0, w=352, h=247
Sprite #1153: x=10, y=11, w=0, h=0
Sprite #1154: x=10, y=11, w=0, h=0
Sprite #1155: x=0, y=299, w=9, h=11
Sprite #1156: x=0, y=0, w=9, h=11
Sprite #1157: x=0, y=0, w=432, h=310
Sprite #1158: x=10, y=9, w=0, h=1
Sprite #1159: x=10, y=11, w=0, h=0
Sprite #1160: x=362, y=247, w=10, h=11
Sprite #1161: x=0, y=0, w=10, h=11
Sprite #1162: x=0, y=0, w=106, h=359
Sprite #1163: x=5, y=5, w=0, h=0
Sprite #1164: x=5, y=11, w=0, h=0
Sprite #1165: x=438, y=342, w=5, h=11
Sprite #1166: x=0, y=0, w=5, h=11
Sprite #1167: x=0, y=0, w=443, h=342
Sprite #1168: x=5, y=11, w=0, h=0
Sprite #1169: x=5, y=11, w=0, h=0
Sprite #1170: x=138, y=332, w=10, h=7
Sprite #1171: x=0, y=2, w=10, h=11
Sprite #1172: x=0, y=0, w=159, h=342
Sprite #1173: x=8, y=7, w=0, h=2
Sprite #1174: x=8, y=11, w=0, h=0
Sprite #1175: x=106, y=359, w=5, h=5
Sprite #1176: x=0, y=6, w=5, h=11
Sprite #1177: x=0, y=1, w=455, h=360
Sprite #1178: x=7, y=3, w=0, h=4
Sprite #1179: x=7, y=11, w=0, h=0
Sprite #1180: x=333, y=361, w=4, h=4
Sprite #1181: x=0, y=7, w=4, h=11
Sprite #1182: x=0, y=0, w=148, h=332
Sprite #1183: x=7, y=10, w=0, h=1
Sprite #1184: x=7, y=11, w=0, h=0
Sprite #1185: x=9, y=299, w=9, h=11
